Date,Product,Category,Price,Quantity Sold,Total Sales
2023-02-20,Laptop,Accessories,283.88,18,5109.84
2023-03-18,Monitor,Electronics,949.65,5,4748.25
2023-04-20,Printer,Electronics,124.68,17,2119.56
2023-01-07,Printer,Accessories,343.31,8,2746.48
2023-05-04,Monitor,Electronics,69.78,16,1116.48
2023-10-05,Mouse,Accessories,211.51,15,3172.65
2023-04-14,Laptop,Office,606.21,13,7880.73
2023-11-16,Monitor,Office,88.75,9,798.75
2023-06-24,Printer,Accessories,803.53,3,2410.59
2023-01-25,Mouse,Office,985.72,13,12814.36
2023-01-08,Headphones,Accessories,811.53,17,13796.01
2023-11-08,Smartphone,Accessories,102.5,13,1332.5
2023-07-07,Keyboard,Electronics,452.78,19,8602.82
2023-12-10,Laptop,Accessories,59.17,10,591.7
2023-03-23,Laptop,Electronics,731.5,1,731.5
2023-10-14,Monitor,Accessories,56.86,17,966.62
2023-06-30,Monitor,Office,420.44,19,7988.36
2023-09-01,Monitor,Electronics,252.49,3,757.47
2023-04-26,Mouse,Office,875.56,8,7004.48
2023-01-12,Headphones,Electronics,460.38,16,7366.08
2023-12-07,Smartphone,Office,10.1,17,171.7
2023-06-09,Printer,Office,675.21,4,2700.84
2023-06-02,Smartphone,Accessories,235.3,1,235.3
2023-03-04,Smartphone,Electronics,770.13,2,1540.26
2023-01-11,Smartphone,Accessories,35.63,3,106.89
2023-04-15,Monitor,Office,925.73,11,10183.03
2023-11-13,Monitor,Accessories,826.55,8,6612.4
2023-03-25,Laptop,Electronics,224.52,16,3592.32
2023-01-04,Smartphone,Office,497.8,3,1493.4
2023-05-16,Keyboard,Office,466.16,5,2330.8
2023-12-28,Smartphone,Office,557.65,16,8922.4
2023-10-27,Headphones,Accessories,45.45,6,272.7
2023-10-17,Tablet,Accessories,154.57,7,1081.99
2023-02-10,Smartphone,Accessories,307.42,11,3381.62
2023-06-08,Laptop,Office,672.4,5,3362.0
2023-03-30,Smartphone,Accessories,984.92,1,984.92
2023-03-25,Smartphone,Office,118.44,8,947.52
2023-10-06,Headphones,Accessories,732.66,14,10257.24
2023-04-08,Smartphone,Accessories,113.13,16,1810.08
2023-12-11,Monitor,Electronics,750.78,18,13514.04
2023-04-12,Mouse,Accessories,452.09,20,9041.8
2023-06-25,Headphones,Office,130.71,10,1307.1
2023-04-27,Tablet,Accessories,451.28,7,3158.96
2023-01-01,Tablet,Electronics,896.25,3,2688.75
2023-08-25,Headphones,Electronics,673.82,13,8759.66
2023-11-17,Smartphone,Office,928.91,13,12075.83
2023-09-29,Headphones,Office,618.55,4,2474.2
2023-11-03,Printer,Electronics,47.74,12,572.88
2023-08-01,Smartphone,Office,488.13,11,5369.43
2023-05-11,Mouse,Accessories,184.09,13,2393.17
2023-11-10,Monitor,Accessories,629.56,7,4406.92
2023-07-01,Tablet,Office,908.19,7,6357.33
2023-04-21,Tablet,Electronics,655.42,10,6554.2
2023-05-12,Smartphone,Office,769.26,1,769.26
2023-07-30,Monitor,Accessories,317.52,10,3175.2
2023-06-18,Printer,Office,492.35,13,6400.55
2023-09-13,Laptop,Electronics,287.07,5,1435.35
2023-03-07,Headphones,Office,621.07,12,7452.84
2023-05-10,Tablet,Electronics,692.11,10,6921.1
2023-10-03,Smartphone,Accessories,611.18,12,7334.16
2023-12-31,Laptop,Electronics,754.65,14,10565.1
2023-08-20,Mouse,Accessories,460.59,10,4605.9
2023-02-15,Keyboard,Office,264.79,10,2647.9
2023-06-24,Laptop,Office,522.48,5,2612.4
2023-06-03,Laptop,Accessories,862.08,20,17241.6
2023-10-21,Smartphone,Office,296.61,12,3559.32
2023-12-24,Smartphone,Electronics,490.01,1,490.01
2023-08-31,Printer,Accessories,920.96,12,11051.52
2023-10-12,Printer,Electronics,24.07,14,336.98
2023-11-14,Headphones,Accessories,722.05,14,10108.7
2023-07-26,Mouse,Office,996.8,15,14952.0
2023-09-01,Laptop,Office,778.57,5,3892.85
2023-08-12,Keyboard,Accessories,747.89,4,2991.56
2023-04-09,Mouse,Office,320.96,7,2246.72
2023-04-23,Tablet,Office,749.06,15,11235.9
2023-01-10,Laptop,Accessories,660.09,2,1320.18
2023-08-11,Monitor,Accessories,864.35,10,8643.5
2023-05-01,Keyboard,Office,63.35,3,190.05
2023-04-22,Monitor,Office,759.91,6,4559.46
2023-03-04,Monitor,Office,130.44,9,1173.96
2023-09-20,Monitor,Electronics,124.13,11,1365.43
2023-02-02,Headphones,Electronics,747.34,19,14199.46
2023-02-13,Mouse,Accessories,994.64,16,15914.24
2023-04-21,Laptop,Accessories,189.08,3,567.24
2023-05-27,Tablet,Accessories,58.47,9,526.23
2023-07-23,Monitor,Office,199.59,10,1995.9
2023-05-04,Tablet,Electronics,437.24,5,2186.2
2023-03-09,Smartphone,Electronics,978.73,18,17617.14
2023-04-27,Printer,Electronics,853.45,17,14508.65
2023-09-15,Keyboard,Accessories,991.1,13,12884.3
2023-02-17,Laptop,Accessories,497.35,4,1989.4
2023-06-25,Keyboard,Electronics,742.4,19,14105.6
2023-04-10,Headphones,Accessories,91.59,10,915.9
2023-05-11,Smartphone,Electronics,46.6,16,745.6
2023-06-04,Headphones,Office,782.34,4,3129.36
2023-09-14,Laptop,Electronics,993.46,15,14901.9
2023-11-27,Tablet,Accessories,314.01,11,3454.11
2023-05-13,Monitor,Accessories,127.92,10,1279.2
2023-07-15,Laptop,Electronics,260.29,20,5205.8
2023-02-02,Tablet,Office,460.86,18,8295.48
2023-12-14,Laptop,Accessories,118.09,4,472.36
2023-06-26,Mouse,Accessories,352.23,15,5283.45
2023-06-04,Laptop,Electronics,441.74,15,6626.1
2023-05-28,Mouse,Electronics,418.36,3,1255.08
2023-11-16,Monitor,Office,946.45,15,14196.75
2023-06-18,Mouse,Accessories,202.84,19,3853.96
2023-10-21,Laptop,Electronics,581.87,16,9309.92
2023-11-17,Printer,Office,220.22,5,1101.1
2023-05-14,Printer,Office,234.35,2,468.7
2023-11-09,Smartphone,Office,198.66,10,1986.6
2023-12-23,Printer,Accessories,830.37,16,13285.92
2023-03-25,Headphones,Electronics,649.91,6,3899.46
2023-07-02,Tablet,Office,511.26,10,5112.6
2023-01-25,Printer,Accessories,994.01,12,11928.12
2023-10-08,Keyboard,Accessories,156.82,12,1881.84
2023-11-12,Monitor,Office,284.58,5,1422.9
2023-07-16,Printer,Office,908.03,7,6356.21
2023-01-26,Laptop,Office,464.03,16,7424.48
2023-09-17,Printer,Electronics,136.92,7,958.44
2023-02-09,Smartphone,Office,161.5,11,1776.5
2023-09-22,Keyboard,Electronics,404.17,4,1616.68
2023-04-21,Laptop,Accessories,984.44,10,9844.4
2023-03-26,Keyboard,Electronics,510.93,7,3576.51
2023-07-02,Tablet,Office,883.93,2,1767.86
2023-06-29,Laptop,Electronics,971.68,13,12631.84
2023-10-08,Keyboard,Accessories,459.39,6,2756.34
2023-10-07,Keyboard,Accessories,201.85,8,1614.8
2023-10-19,Laptop,Electronics,410.46,17,6977.82
2023-10-28,Mouse,Accessories,560.33,11,6163.63
2023-11-15,Monitor,Electronics,536.55,3,1609.65
2023-06-25,Tablet,Accessories,841.61,5,4208.05
2023-04-11,Monitor,Electronics,928.05,17,15776.85
2023-08-21,Printer,Accessories,437.87,4,1751.48
2023-11-24,Smartphone,Electronics,266.73,18,4801.14
2023-09-09,Printer,Office,802.77,18,14449.86
2023-12-04,Keyboard,Electronics,146.35,10,1463.5
2023-12-19,Keyboard,Electronics,179.82,8,1438.56
2023-03-03,Tablet,Office,608.21,10,6082.1
2023-02-13,Printer,Electronics,170.05,20,3401.0
2023-07-04,Mouse,Electronics,743.58,12,8922.96
2023-04-14,Smartphone,Accessories,810.41,20,16208.2
2023-07-06,Laptop,Office,883.06,12,10596.72
2023-12-01,Smartphone,Accessories,725.62,14,10158.68
2023-05-15,Laptop,Accessories,55.39,3,166.17
2023-03-06,Keyboard,Office,211.46,9,1903.14
2023-09-13,Smartphone,Electronics,507.02,1,507.02
2023-10-01,Headphones,Office,134.57,20,2691.4
2023-12-31,Smartphone,Office,209.08,9,1881.72
2023-12-30,Keyboard,Electronics,338.69,1,338.69
2023-02-25,Printer,Office,460.25,16,7364.0
2023-12-15,Smartphone,Office,644.35,17,10953.95
2023-08-11,Printer,Office,207.92,3,623.76
2023-12-04,Headphones,Electronics,490.35,20,9807.0
2023-03-24,Mouse,Office,762.2,12,9146.4
2023-09-16,Headphones,Electronics,186.53,17,3171.01
2023-06-25,Laptop,Accessories,962.41,13,12511.33
2023-01-19,Tablet,Accessories,517.05,9,4653.45
2023-05-22,Monitor,Office,774.36,19,14712.84
2023-02-15,Mouse,Electronics,601.96,10,6019.6
2023-01-04,Printer,Electronics,761.28,14,10657.92
2023-08-29,Keyboard,Electronics,926.09,17,15743.53
2023-04-16,Printer,Accessories,273.53,6,1641.18
2023-09-20,Mouse,Office,863.66,12,10363.92
2023-11-24,Mouse,Office,50.13,5,250.65
2023-08-27,Mouse,Electronics,96.03,2,192.06
2023-07-16,Mouse,Office,267.74,20,5354.8
2023-04-04,Laptop,Accessories,80.33,1,80.33
2023-01-07,Monitor,Office,378.94,5,1894.7
2023-01-21,Laptop,Accessories,504.33,11,5547.63
2023-08-03,Mouse,Accessories,409.8,14,5737.2
2023-01-10,Headphones,Office,818.89,18,14740.02
2023-04-03,Mouse,Electronics,85.19,18,1533.42
2023-07-08,Mouse,Electronics,978.94,10,9789.4
2023-01-29,Monitor,Accessories,837.73,4,3350.92
2023-09-14,Headphones,Accessories,546.71,11,6013.81
2023-02-08,Tablet,Electronics,886.65,13,11526.45
2023-11-07,Smartphone,Accessories,834.88,17,14192.96
2023-10-22,Printer,Accessories,913.87,16,14621.92
2023-10-04,Monitor,Electronics,167.52,17,2847.84
2023-04-14,Mouse,Electronics,319.62,13,4155.06
2023-03-22,Mouse,Electronics,47.12,12,565.44
2023-10-02,Headphones,Office,359.42,6,2156.52
2023-11-22,Mouse,Electronics,279.18,17,4746.06
2023-05-25,Monitor,Electronics,383.37,14,5367.18
2023-04-11,Tablet,Office,154.22,8,1233.76
2023-05-13,Mouse,Electronics,417.05,11,4587.55
2023-12-21,Laptop,Office,374.95,15,5624.25
2023-04-15,Keyboard,Electronics,989.19,18,17805.42
2023-05-03,Printer,Electronics,968.37,19,18399.03
2023-12-18,Headphones,Office,172.54,19,3278.26
2023-02-06,Smartphone,Accessories,508.49,10,5084.9
2023-07-06,Smartphone,Electronics,377.2,9,3394.8
2023-09-29,Tablet,Accessories,137.84,11,1516.24
2023-07-02,Tablet,Accessories,609.6,17,10363.2
2023-04-26,Tablet,Office,952.88,13,12387.44
2023-10-23,Printer,Electronics,600.13,16,9602.08
2023-01-17,Smartphone,Office,511.01,16,8176.16
2023-12-17,Smartphone,Office,385.31,3,1155.93
2023-10-06,Laptop,Electronics,531.07,6,3186.42
2023-12-31,Headphones,Office,498.26,3,1494.78
2023-11-26,Smartphone,Accessories,855.72,4,3422.88
2023-08-12,Mouse,Office,43.49,19,826.31
2023-11-14,Tablet,Office,673.38,17,11447.46
2023-08-03,Mouse,Office,77.55,12,930.6
2023-11-08,Laptop,Electronics,647.82,20,12956.4
2023-09-27,Printer,Electronics,896.15,3,2688.45
2023-06-28,Laptop,Accessories,446.27,14,6247.78
2023-10-26,Tablet,Office,674.16,4,2696.64
2023-11-25,Mouse,Electronics,838.27,2,1676.54
2023-05-14,Mouse,Electronics,223.67,15,3355.05
2023-04-30,Monitor,Accessories,705.76,3,2117.28
2023-04-19,Mouse,Electronics,414.91,13,5393.83
2023-03-20,Tablet,Office,552.9,6,3317.4
2023-11-01,Headphones,Accessories,890.34,17,15135.78
2023-07-20,Keyboard,Electronics,254.15,13,3303.95
2023-10-18,Laptop,Accessories,580.96,9,5228.64
2023-08-17,Headphones,Office,895.7,12,10748.4
2023-06-18,Monitor,Accessories,720.72,9,6486.48
2023-12-07,Mouse,Accessories,712.05,14,9968.7
2023-05-26,Printer,Office,897.72,16,14363.52
2023-08-06,Tablet,Accessories,219.28,12,2631.36
2023-02-03,Smartphone,Office,564.39,2,1128.78
2023-11-06,Keyboard,Office,428.96,6,2573.76
2023-03-03,Smartphone,Electronics,976.38,11,10740.18
2023-08-04,Keyboard,Accessories,515.58,16,8249.28
2023-07-10,Keyboard,Accessories,730.37,10,7303.7
2023-09-12,Keyboard,Office,623.84,8,4990.72
2023-05-06,Monitor,Electronics,625.75,20,12515.0
2023-07-24,Smartphone,Accessories,597.63,14,8366.82
2023-11-06,Monitor,Electronics,560.24,14,7843.36
2023-05-04,Printer,Accessories,207.93,12,2495.16
2023-10-05,Keyboard,Office,865.45,16,13847.2
2023-11-30,Headphones,Electronics,341.0,18,6138.0
2023-07-31,Tablet,Electronics,892.37,1,892.37
2023-09-24,Printer,Office,195.52,7,1368.64
2023-10-03,Monitor,Electronics,50.34,20,1006.8
2023-09-09,Monitor,Office,600.03,5,3000.15
2023-07-06,Keyboard,Accessories,208.49,17,3544.33
2023-10-01,Tablet,Accessories,774.96,11,8524.56
2023-06-02,Tablet,Electronics,231.94,3,695.82
2023-02-28,Mouse,Electronics,537.46,4,2149.84
2023-12-18,Tablet,Accessories,139.43,18,2509.74
2023-07-06,Smartphone,Accessories,422.71,7,2958.97
2023-05-13,Keyboard,Office,122.23,15,1833.45
2023-07-17,Laptop,Office,549.13,16,8786.08
2023-01-21,Monitor,Accessories,247.96,5,1239.8
2023-09-02,Laptop,Electronics,231.02,6,1386.12
2023-10-10,Smartphone,Office,165.27,15,2479.05
2023-11-30,Smartphone,Accessories,28.51,1,28.51
2023-09-16,Headphones,Electronics,644.21,8,5153.68
2023-02-24,Headphones,Office,216.45,13,2813.85
2023-12-23,Mouse,Electronics,91.86,10,918.6
2023-05-17,Mouse,Electronics,235.2,17,3998.4
2023-03-18,Keyboard,Electronics,386.8,18,6962.4
2023-11-25,Monitor,Office,195.2,12,2342.4
2023-09-20,Tablet,Electronics,274.94,2,549.88
2023-09-04,Printer,Electronics,331.17,6,1987.02
2023-06-15,Smartphone,Electronics,271.23,10,2712.3
2023-09-06,Smartphone,Office,971.83,5,4859.15
2023-03-16,Mouse,Accessories,120.92,8,967.36
2023-05-23,Monitor,Office,437.24,14,6121.36
2023-03-02,Keyboard,Office,303.57,10,3035.7
2023-09-04,Keyboard,Electronics,13.21,11,145.31
2023-08-05,Mouse,Electronics,656.51,12,7878.12
2023-04-10,Tablet,Accessories,232.24,10,2322.4
2023-12-04,Keyboard,Electronics,265.67,19,5047.73
2023-07-01,Monitor,Office,489.02,13,6357.26
2023-01-19,Monitor,Office,964.31,16,15428.96
2023-12-11,Tablet,Accessories,863.39,16,13814.24
2023-06-22,Monitor,Electronics,486.28,17,8266.76
2023-02-28,Laptop,Electronics,532.52,2,1065.04
2023-08-01,Printer,Office,867.84,5,4339.2
2023-08-13,Smartphone,Accessories,826.37,1,826.37
2023-04-16,Printer,Office,424.33,14,5940.62
2023-04-14,Headphones,Office,480.96,12,5771.52
2023-02-07,Monitor,Electronics,445.96,17,7581.32
2023-07-28,Laptop,Electronics,626.48,16,10023.68
2023-08-22,Laptop,Accessories,292.52,2,585.04
2023-02-05,Keyboard,Electronics,503.87,8,4030.96
2023-01-27,Monitor,Electronics,616.14,11,6777.54
2023-07-17,Laptop,Electronics,81.38,6,488.28
2023-02-13,Keyboard,Office,258.33,13,3358.29
2023-05-12,Laptop,Electronics,981.64,4,3926.56
2023-09-11,Tablet,Office,828.11,13,10765.43
2023-01-20,Monitor,Electronics,393.34,15,5900.1
2023-03-15,Laptop,Office,265.75,1,265.75
2023-11-18,Mouse,Office,755.68,2,1511.36
2023-03-15,Printer,Office,689.66,10,6896.6
2023-03-17,Mouse,Accessories,606.67,1,606.67
2023-03-02,Headphones,Accessories,512.18,15,7682.7
2023-05-01,Tablet,Office,311.35,3,934.05
2023-02-17,Printer,Office,773.97,6,4643.82
2023-02-09,Mouse,Office,660.37,3,1981.11
2023-07-14,Tablet,Office,442.33,8,3538.64
2023-11-02,Monitor,Electronics,49.97,8,399.76
2023-08-09,Monitor,Office,134.12,15,2011.8
2023-05-22,Monitor,Office,653.49,16,10455.84
2023-04-30,Monitor,Electronics,85.64,16,1370.24
2023-10-16,Monitor,Electronics,981.85,14,13745.9
2023-12-28,Keyboard,Accessories,321.46,4,1285.84
2023-06-15,Laptop,Office,859.76,13,11176.88
2023-09-17,Monitor,Accessories,588.77,3,1766.31
2023-12-27,Laptop,Accessories,143.86,9,1294.74
2023-01-18,Keyboard,Accessories,929.72,18,16734.96
2023-02-08,Headphones,Office,234.0,5,1170.0
2023-01-22,Laptop,Accessories,330.99,1,330.99
2023-07-25,Keyboard,Accessories,389.77,16,6236.32
2023-07-28,Smartphone,Office,569.85,10,5698.5
2023-12-17,Tablet,Office,562.85,12,6754.2
2023-05-05,Monitor,Accessories,323.3,8,2586.4
2023-05-31,Mouse,Office,794.83,7,5563.81
2023-08-19,Headphones,Accessories,271.52,7,1900.64
2023-04-08,Keyboard,Office,332.84,11,3661.24
2023-02-06,Printer,Accessories,80.13,15,1201.95
2023-03-01,Keyboard,Electronics,452.14,9,4069.26
2023-08-21,Mouse,Accessories,568.06,7,3976.42
2023-11-13,Headphones,Electronics,53.95,12,647.4
2023-06-07,Monitor,Accessories,295.14,20,5902.8
2023-04-22,Laptop,Electronics,610.98,17,10386.66
2023-07-02,Mouse,Office,943.35,20,18867.0
2023-03-30,Tablet,Accessories,643.65,3,1930.95
2023-06-16,Tablet,Electronics,135.66,12,1627.92
2023-08-16,Monitor,Office,819.16,5,4095.8
2024-01-01,Smartphone,Electronics,293.54,11,3228.94
2023-03-13,Laptop,Accessories,99.21,3,297.63
2023-01-06,Mouse,Electronics,930.52,2,1861.04
2023-07-21,Headphones,Office,454.2,20,9084.0
2023-11-06,Tablet,Electronics,894.75,17,15210.75
2023-09-27,Keyboard,Accessories,628.76,13,8173.88
2023-11-24,Smartphone,Office,598.05,19,11362.95
2023-05-12,Monitor,Electronics,14.27,6,85.62
2023-04-28,Printer,Electronics,509.4,14,7131.6
2023-03-27,Smartphone,Accessories,900.92,3,2702.76
2023-01-28,Keyboard,Accessories,207.93,19,3950.67
2023-08-02,Keyboard,Office,749.91,13,9748.83
2023-06-20,Keyboard,Office,224.98,18,4049.64
2023-02-07,Mouse,Office,924.96,14,12949.44
2023-04-20,Headphones,Electronics,14.76,20,295.2
2023-02-06,Laptop,Electronics,136.43,9,1227.87
2023-01-30,Mouse,Office,818.2,18,14727.6
2023-12-28,Printer,Office,572.48,10,5724.8
2023-12-01,Laptop,Office,207.91,7,1455.37
2023-12-14,Mouse,Electronics,98.17,12,1178.04
2023-05-08,Mouse,Accessories,551.45,19,10477.55
2023-08-30,Tablet,Office,324.53,5,1622.65
2023-11-22,Monitor,Accessories,380.5,14,5327.0
2023-12-02,Keyboard,Office,594.58,15,8918.7
2023-03-14,Laptop,Accessories,618.32,5,3091.6
2023-03-22,Monitor,Accessories,141.99,14,1987.86
2023-12-24,Headphones,Electronics,891.13,1,891.13
2023-05-06,Monitor,Accessories,655.9,18,11806.2
2023-05-21,Keyboard,Office,784.24,8,6273.92
2023-08-08,Tablet,Office,813.07,15,12196.05
2023-04-06,Headphones,Office,590.29,17,10034.93
2023-06-15,Tablet,Accessories,895.18,7,6266.26
2023-07-19,Printer,Electronics,432.83,14,6059.62
2023-02-28,Monitor,Accessories,662.6,12,7951.2
2023-12-04,Keyboard,Electronics,337.45,9,3037.05
2023-11-12,Headphones,Office,932.76,2,1865.52
2023-12-29,Keyboard,Office,431.44,17,7334.48
2023-08-02,Keyboard,Office,318.34,16,5093.44
2023-04-11,Mouse,Electronics,727.92,12,8735.04
2023-12-26,Laptop,Electronics,807.01,10,8070.1
2023-11-17,Keyboard,Electronics,625.55,2,1251.1
2023-11-13,Smartphone,Office,21.34,10,213.4
2023-01-20,Laptop,Office,27.67,13,359.71
2023-07-16,Keyboard,Accessories,180.86,18,3255.48
2023-08-09,Keyboard,Office,535.52,11,5890.72
2023-10-06,Headphones,Accessories,227.07,16,3633.12
2023-04-05,Smartphone,Office,396.02,8,3168.16
2023-12-17,Printer,Office,233.5,3,700.5
2023-09-23,Mouse,Office,862.07,8,6896.56
2023-09-12,Printer,Electronics,394.56,5,1972.8
2023-10-20,Keyboard,Office,455.65,7,3189.55
2023-02-15,Headphones,Accessories,701.18,17,11920.06
2023-04-28,Tablet,Accessories,650.86,4,2603.44
2023-05-18,Printer,Office,816.5,18,14697.0
2023-03-23,Mouse,Accessories,932.65,9,8393.85
2023-03-29,Keyboard,Accessories,805.74,16,12891.84
2023-04-30,Keyboard,Accessories,242.03,2,484.06
2023-11-26,Smartphone,Office,239.16,5,1195.8
2023-04-28,Headphones,Accessories,138.52,5,692.6
2023-04-19,Laptop,Electronics,341.92,11,3761.12
2023-01-02,Monitor,Electronics,817.36,15,12260.4
2023-04-11,Smartphone,Office,543.08,16,8689.28
2023-04-06,Laptop,Accessories,643.9,12,7726.8
2023-04-30,Laptop,Electronics,305.5,13,3971.5
2023-01-17,Monitor,Electronics,342.28,13,4449.64
2023-12-05,Smartphone,Accessories,889.28,13,11560.64
2023-03-07,Tablet,Electronics,163.22,2,326.44
2023-09-24,Printer,Accessories,202.41,4,809.64
2023-01-17,Laptop,Office,390.07,15,5851.05
2023-03-05,Keyboard,Office,603.96,11,6643.56
2023-10-07,Laptop,Electronics,268.16,13,3486.08
2023-04-16,Headphones,Electronics,55.02,11,605.22
2023-11-21,Printer,Office,186.09,6,1116.54
2023-08-01,Monitor,Office,628.66,1,628.66
2023-10-13,Headphones,Accessories,676.89,15,10153.35
2023-10-09,Printer,Accessories,500.8,1,500.8
2023-04-01,Keyboard,Accessories,290.61,8,2324.88
2023-12-14,Mouse,Accessories,873.74,9,7863.66
2023-06-16,Printer,Accessories,235.57,3,706.71
2023-10-16,Printer,Accessories,785.23,12,9422.76
2023-03-03,Monitor,Electronics,228.14,17,3878.38
2023-03-28,Monitor,Office,74.01,18,1332.18
2023-09-30,Smartphone,Accessories,238.81,16,3820.96
2023-10-03,Laptop,Electronics,719.37,19,13668.03
2023-03-07,Printer,Office,565.53,4,2262.12
2023-03-27,Laptop,Office,849.58,20,16991.6
2023-01-27,Monitor,Accessories,351.38,6,2108.28
2023-10-18,Laptop,Accessories,437.69,11,4814.59
2023-07-12,Mouse,Office,951.67,11,10468.37
2023-08-27,Smartphone,Electronics,494.64,7,3462.48
2023-10-24,Tablet,Electronics,489.97,5,2449.85
2023-02-10,Printer,Electronics,629.57,9,5666.13
2023-04-09,Mouse,Electronics,113.53,3,340.59
2023-10-13,Smartphone,Accessories,296.41,3,889.23
2023-08-30,Mouse,Electronics,814.8,7,5703.6
2023-11-17,Monitor,Office,839.72,11,9236.92
2023-06-18,Laptop,Office,40.21,7,281.47
2023-08-03,Monitor,Office,124.25,15,1863.75
2023-09-03,Keyboard,Electronics,944.18,16,15106.88
2023-03-20,Keyboard,Office,874.05,7,6118.35
2023-12-16,Printer,Accessories,736.0,19,13984.0
2023-09-07,Headphones,Electronics,539.8,7,3778.6
2023-11-16,Mouse,Office,228.71,19,4345.49
2023-06-05,Printer,Accessories,976.96,16,15631.36
2023-12-01,Monitor,Accessories,565.0,3,1695.0
2023-11-10,Keyboard,Accessories,542.61,1,542.61
2023-11-08,Monitor,Office,590.99,7,4136.93
2023-01-01,Smartphone,Electronics,541.48,18,9746.64
2023-03-05,Monitor,Accessories,182.0,6,1092.0
2023-11-28,Monitor,Office,822.64,11,9049.04
2023-09-10,Printer,Office,901.71,17,15329.07
2023-10-16,Laptop,Office,522.77,12,6273.24
2023-10-11,Printer,Electronics,535.49,8,4283.92
2023-12-29,Laptop,Accessories,964.44,6,5786.64
2023-07-19,Laptop,Accessories,678.02,5,3390.1
2023-09-25,Headphones,Accessories,724.28,17,12312.76
2023-11-20,Smartphone,Electronics,161.26,6,967.56
2023-09-19,Tablet,Accessories,497.2,17,8452.4
2023-09-02,Tablet,Office,699.34,11,7692.74
2023-09-15,Smartphone,Electronics,300.69,12,3608.28
2023-05-26,Mouse,Office,562.62,14,7876.68
2023-07-25,Mouse,Accessories,893.06,16,14288.96
2023-12-25,Printer,Accessories,445.6,19,8466.4
2023-02-01,Keyboard,Accessories,282.72,13,3675.36
2023-06-22,Headphones,Office,529.66,13,6885.58
2023-12-27,Mouse,Office,772.47,8,6179.76
2023-05-06,Printer,Accessories,65.73,6,394.38
2023-01-10,Printer,Electronics,176.25,6,1057.5
2023-12-07,Mouse,Accessories,12.44,9,111.96
2023-08-20,Monitor,Office,992.15,1,992.15
2023-08-29,Monitor,Office,349.33,10,3493.3
2023-12-24,Smartphone,Electronics,251.42,2,502.84
2023-06-17,Keyboard,Accessories,497.33,14,6962.62
2023-10-08,Smartphone,Electronics,889.2,4,3556.8
2023-02-16,Mouse,Accessories,629.82,11,6928.02
2023-10-17,Keyboard,Office,837.43,11,9211.73
2023-12-04,Smartphone,Accessories,162.61,13,2113.93
2023-01-07,Monitor,Accessories,749.93,2,1499.86
2023-04-01,Mouse,Office,178.84,9,1609.56
2023-11-17,Printer,Office,362.08,11,3982.88
2023-03-21,Laptop,Electronics,465.08,7,3255.56
2023-10-16,Tablet,Electronics,44.17,8,353.36
2023-03-10,Printer,Electronics,367.76,16,5884.16
2023-10-18,Printer,Electronics,23.38,7,163.66
2023-04-15,Monitor,Electronics,393.81,2,787.62
2023-01-11,Printer,Accessories,535.31,12,6423.72
2023-06-06,Mouse,Office,902.86,17,15348.62
2023-02-23,Headphones,Electronics,802.47,16,12839.52
2023-01-07,Printer,Electronics,469.38,15,7040.7
2023-02-02,Headphones,Office,753.7,4,3014.8
2023-09-12,Mouse,Accessories,256.2,14,3586.8
2023-11-10,Mouse,Electronics,380.75,18,6853.5
2023-05-26,Smartphone,Office,115.54,19,2195.26
2023-02-08,Smartphone,Office,218.2,20,4364.0
2023-04-25,Laptop,Accessories,104.07,13,1352.91
2023-09-20,Printer,Accessories,352.36,3,1057.08
2023-02-12,Monitor,Office,181.02,9,1629.18
2023-05-29,Mouse,Electronics,152.85,11,1681.35
2023-04-30,Headphones,Office,837.7,7,5863.9
2023-07-30,Headphones,Accessories,702.5,18,12645.0
2023-04-28,Monitor,Office,59.95,16,959.2
2023-03-02,Mouse,Accessories,330.52,8,2644.16
2023-05-02,Monitor,Electronics,88.55,19,1682.45
2023-02-08,Mouse,Accessories,748.19,16,11971.04
2023-12-16,Smartphone,Electronics,149.53,10,1495.3
2023-01-16,Headphones,Electronics,341.1,3,1023.3
2023-11-09,Printer,Accessories,995.8,12,11949.6
2023-10-20,Headphones,Office,179.49,11,1974.39
2023-02-12,Smartphone,Office,317.82,15,4767.3
2023-11-26,Tablet,Electronics,242.65,17,4125.05
2023-01-05,Printer,Electronics,348.63,1,348.63
2023-02-08,Printer,Office,468.59,14,6560.26
2023-09-30,Mouse,Accessories,239.35,20,4787.0
2023-11-29,Monitor,Electronics,924.4,9,8319.6
2023-07-27,Tablet,Electronics,398.95,13,5186.35
2023-03-03,Monitor,Accessories,893.38,7,6253.66
2023-12-28,Monitor,Accessories,479.4,5,2397.0
2023-04-10,Keyboard,Accessories,609.93,6,3659.58
2023-12-15,Keyboard,Office,411.4,17,6993.8
2023-10-22,Printer,Office,872.09,10,8720.9
2023-07-23,Smartphone,Office,754.01,17,12818.17
2023-08-14,Mouse,Office,678.91,4,2715.64
2023-11-09,Monitor,Electronics,313.91,8,2511.28
2023-03-26,Headphones,Accessories,377.73,14,5288.22
2023-11-30,Monitor,Office,251.76,11,2769.36
2023-06-11,Headphones,Office,199.28,14,2789.92
2023-12-08,Headphones,Electronics,210.32,6,1261.92
2023-05-19,Smartphone,Office,862.59,3,2587.77
2023-07-27,Monitor,Office,919.84,2,1839.68
